CAT	STEM	SYMBOL	FILE
4_PLAIN_IN_SOURCE	sstevr	sstevr	src/lapack/computational/sstevr.c
4_PLAIN_IN_SOURCE	sstevx	sstevx	src/lapack/computational/sstevx.c
4_PLAIN_IN_SOURCE	ssycon	ssycon	src/lapack/computational/ssycon.c
4_PLAIN_IN_SOURCE	ssyevr	ssyevr	src/lapack/drivers/syev_ref.c
4_PLAIN_IN_SOURCE	ssygst	ssygst	src/lapack/computational/ssygst.c
4_PLAIN_IN_SOURCE	ssyrfs	ssyrfs	src/lapack/computational/ssyrfs.c
4_PLAIN_IN_SOURCE	ssysvx	ssysvx	src/lapack/drivers/sysv_ref.c
4_PLAIN_IN_SOURCE	ssysvxx	ssysvxx	src/lapack/drivers/extra_precise_stubs.c
4_PLAIN_IN_SOURCE	ssytrf_aa	ssytrf_aa	src/lapack/computational/ssytrf_aa.c
4_PLAIN_IN_SOURCE	ssytrf_rook	ssytrf_rook	src/lapack/computational/ssytrf_rook.c
4_PLAIN_IN_SOURCE	stbcon	stbcon	src/lapack/computational/stbcon.c
4_PLAIN_IN_SOURCE	stbrfs	stbrfs	src/lapack/computational/stbrfs.c
4_PLAIN_IN_SOURCE	stbtrs	stbtrs	src/lapack/computational/stbtrs.c
4_PLAIN_IN_SOURCE	stgevc	stgevc	src/lapack/computational/stgevc.c
4_PLAIN_IN_SOURCE	stgex2	stgex2	src/lapack/auxiliary/stgex2.c
4_PLAIN_IN_SOURCE	stgexc	stgexc	src/lapack/computational/stgexc.c
4_PLAIN_IN_SOURCE	stgsen	stgsen	src/lapack/computational/stgsen.c
4_PLAIN_IN_SOURCE	stgsja	stgsja	src/lapack/computational/stgsja.c
4_PLAIN_IN_SOURCE	stgsna	stgsna	src/lapack/computational/stgsna.c
4_PLAIN_IN_SOURCE	stgsy2	stgsy2	src/lapack/computational/stgsy2.c
4_PLAIN_IN_SOURCE	stgsyl	stgsyl	src/lapack/computational/stgsyl.c
4_PLAIN_IN_SOURCE	stpcon	stpcon	src/lapack/computational/stpcon.c
4_PLAIN_IN_SOURCE	stprfs	stprfs	src/lapack/computational/stprfs.c
4_PLAIN_IN_SOURCE	stptri	stptri	src/lapack/computational/stptri.c
4_PLAIN_IN_SOURCE	stptrs	stptrs	src/lapack/computational/stptrs.c
4_PLAIN_IN_SOURCE	strcon	strcon	src/lapack/computational/strcon.c
4_PLAIN_IN_SOURCE	strrfs	strrfs	src/lapack/computational/strrfs.c
4_PLAIN_IN_SOURCE	stzrzf	stzrzf	src/lapack/computational/stzrzf.c
4_PLAIN_IN_SOURCE	zbdsdc	zbdsdc	src/lapack/drivers/zbdsdc.c
4_PLAIN_IN_SOURCE	zbdsqr	zbdsqr	src/lapack/computational/zbdsqr.c
4_PLAIN_IN_SOURCE	zdrscl	zdrscl	src/lapack/auxiliary/zdrscl.c
4_PLAIN_IN_SOURCE	zgbcon	zgbcon	src/lapack/computational/zgbcon.c
4_PLAIN_IN_SOURCE	zgbequ	zgbequ	src/lapack/computational/zgbequ.c
4_PLAIN_IN_SOURCE	zgbrfs	zgbrfs	src/lapack/computational/zgbrfs.c
4_PLAIN_IN_SOURCE	zgbsvx	zgbsvx	src/lapack/drivers/gbsvx_ref.c
4_PLAIN_IN_SOURCE	zgbtrf	zgbtrf_	src/lapack/drivers/gbtrf_ref.c
4_PLAIN_IN_SOURCE	zgbtrs	zgbtrs	src/lapack/computational/zgbtrs.c
4_PLAIN_IN_SOURCE	zgebak	zgebak	src/lapack/computational/zgebak.c
4_PLAIN_IN_SOURCE	zgebal	zgebal	src/lapack/computational/zgebal.c
4_PLAIN_IN_SOURCE	zgebd2	zgebd2	src/lapack/computational/zgebd2.c
4_PLAIN_IN_SOURCE	zgecon	zgecon	src/lapack/computational/zgecon.c
4_PLAIN_IN_SOURCE	zgeequ	zgeequ	src/lapack/computational/zgeequ.c
4_PLAIN_IN_SOURCE	zgeesx	zgeesx	src/lapack/drivers/missing_stubs.c
4_PLAIN_IN_SOURCE	zgehd2	zgehd2	src/lapack/computational/zgehd2.c
4_PLAIN_IN_SOURCE	zgelq2	zgelq2	src/lapack/computational/zgelq2.c
4_PLAIN_IN_SOURCE	zgelsd	zgelsd	src/lapack/drivers/missing_stubs.c
4_PLAIN_IN_SOURCE	zgelsy	zgelsy	src/lapack/auxiliary/zgelsy.c
4_PLAIN_IN_SOURCE	zgeql2	zgeql2	src/lapack/computational/zgeql2.c
4_PLAIN_IN_SOURCE	zgeqlf	zgeqlf	src/lapack/computational/zgeqlf.c
4_PLAIN_IN_SOURCE	zgeqpf	zgeqpf	src/lapack/computational/zgeqpf.c
4_PLAIN_IN_SOURCE	zgerfs	zgerfs	src/lapack/computational/zgerfs.c
4_PLAIN_IN_SOURCE	zgerq2	zgerq2	src/lapack/computational/zgerq2.c
4_PLAIN_IN_SOURCE	zgesvxx	zgesvxx	src/lapack/drivers/extra_precise_stubs.c
4_PLAIN_IN_SOURCE	zgges	zgges	src/lapack/drivers/missing_stubs.c
4_PLAIN_IN_SOURCE	zggesx	zggesx	src/lapack/drivers/missing_stubs.c
4_PLAIN_IN_SOURCE	zggev	zggev	src/lapack/drivers/missing_stubs.c
4_PLAIN_IN_SOURCE	zggevx	zggevx	src/lapack/drivers/missing_stubs.c
4_PLAIN_IN_SOURCE	zggglm	zggglm	src/lapack/drivers/missing_stubs.c
4_PLAIN_IN_SOURCE	zgghrd	zgghrd	src/lapack/computational/zgghrd.c
4_PLAIN_IN_SOURCE	zgglse	zgglse	src/lapack/drivers/missing_stubs.c
4_PLAIN_IN_SOURCE	zgtcon	zgtcon	src/lapack/computational/zgtcon.c
4_PLAIN_IN_SOURCE	zgtrfs	zgtrfs	src/lapack/computational/zgtrfs.c
4_PLAIN_IN_SOURCE	zgtsv	zgtsv	src/lapack/drivers/gbsvx_ref.c
4_PLAIN_IN_SOURCE	zgtsvx	zgtsvx	src/lapack/drivers/gbsvx_ref.c
4_PLAIN_IN_SOURCE	zgttrf	zgttrf	src/lapack/computational/zgttrf.c
4_PLAIN_IN_SOURCE	zgttrs	zgttrs	src/lapack/computational/zgttrs.c
4_PLAIN_IN_SOURCE	zhbev	zhbev	src/lapack/drivers/sbev_ref.c
4_PLAIN_IN_SOURCE	zhbevd	zhbevd	src/lapack/drivers/sbev_ref.c
4_PLAIN_IN_SOURCE	zhbevx	zhbevx	src/lapack/drivers/sbev_ref.c
4_PLAIN_IN_SOURCE	zhbgv	zhbgv	src/lapack/drivers/banded_eigenvalue_ref.c
4_PLAIN_IN_SOURCE	zhbgvd	zhbgvd	src/lapack/drivers/banded_eigenvalue_ref.c
4_PLAIN_IN_SOURCE	zhbgvx	zhbgvx	src/lapack/drivers/banded_eigenvalue_ref.c
4_PLAIN_IN_SOURCE	zhbtrf	zhbtrf	src/lapack/computational/zhbtrf.c
4_PLAIN_IN_SOURCE	zhecon	zhecon	src/lapack/computational/zhecon.c
4_PLAIN_IN_SOURCE	zheevr	zheevr	src/lapack/drivers/syev_ref.c
4_PLAIN_IN_SOURCE	zhegst	zhegst	src/lapack/computational/zhegst.c
4_PLAIN_IN_SOURCE	zherfs	zherfs	src/lapack/computational/zherfs.c
4_PLAIN_IN_SOURCE	zhesvxx	zhesvxx	src/lapack/drivers/extra_precise_stubs.c
4_PLAIN_IN_SOURCE	zhetrf	zhetrf	src/lapack/computational/zhetrf.c
4_PLAIN_IN_SOURCE	zhpcon	zhpcon	src/lapack/computational/zhpcon.c
4_PLAIN_IN_SOURCE	zhpev	zhpev	src/lapack/drivers/packed_eigenvalue_ref.c
4_PLAIN_IN_SOURCE	zhpevd	zhpevd	src/lapack/drivers/packed_eigenvalue_ref.c
4_PLAIN_IN_SOURCE	zhpevx	zhpevx	src/lapack/drivers/packed_eigenvalue_ref.c
4_PLAIN_IN_SOURCE	zhpgv	zhpgv	src/lapack/drivers/packed_eigenvalue_ref.c
4_PLAIN_IN_SOURCE	zhpgvd	zhpgvd	src/lapack/drivers/packed_eigenvalue_ref.c
4_PLAIN_IN_SOURCE	zhpgvx	zhpgvx	src/lapack/drivers/packed_eigenvalue_ref.c
4_PLAIN_IN_SOURCE	zhpsv	zhpsv	src/lapack/drivers/spsv_ref.c
4_PLAIN_IN_SOURCE	zhptrf	zhptrf	src/lapack/computational/zhptrf.c
4_PLAIN_IN_SOURCE	zhptri	zhptri	src/lapack/computational/zhptri.c
4_PLAIN_IN_SOURCE	zhptrs	zhptrs	src/lapack/computational/zhptrs.c
4_PLAIN_IN_SOURCE	zimatcopy	zimatcopy	src/blas/level3/blas_ext_compat.c
4_PLAIN_IN_SOURCE	zimatcopy_batch	zimatcopy_batch	src/blas/level3/blas_ext_compat.c
4_PLAIN_IN_SOURCE	zimatcopy_batch_strided	zimatcopy_batch_strided	src/blas/level3/blas_ext_compat.c
4_PLAIN_IN_SOURCE	zla_gbamv	zla_gbamv	src/lapack/auxiliary/zla_gbamv.c
4_PLAIN_IN_SOURCE	zlabrd	zlabrd	src/lapack/computational/zlabrd.c
4_PLAIN_IN_SOURCE	zlacgv	zlacgv_	src/lapack/auxiliary/zlacgv.c
4_PLAIN_IN_SOURCE	zlacrm	zlacrm	src/lapack/auxiliary/zlacrm.c
4_PLAIN_IN_SOURCE	zlacrt	zlacrt	src/lapack/auxiliary/zlacrt.c
4_PLAIN_IN_SOURCE	zlaein	zlaein	src/lapack/auxiliary/zlaein.c
4_PLAIN_IN_SOURCE	zlaesy	zlaesy	src/lapack/auxiliary/zlaesy.c
4_PLAIN_IN_SOURCE	zlaexc	zlaexc	src/lapack/auxiliary/zlaexc.c
4_PLAIN_IN_SOURCE	zlags2	zlags2	src/lapack/auxiliary/zlags2.c
4_PLAIN_IN_SOURCE	zlagtf	zlagtf	src/lapack/auxiliary/zlagtf.c
4_PLAIN_IN_SOURCE	zlagtm	zlagtm	src/lapack/auxiliary/zlagtm.c
4_PLAIN_IN_SOURCE	zlagts	zlagts	src/lapack/auxiliary/zlagts.c
4_PLAIN_IN_SOURCE	zlagv2	zlagv2	src/lapack/auxiliary/zlagv2.c
4_PLAIN_IN_SOURCE	zlahrd	zlahrd	src/lapack/auxiliary/zlahrd.c
4_PLAIN_IN_SOURCE	zlaic1	zlaic1	src/lapack/auxiliary/zlaic1.c
4_PLAIN_IN_SOURCE	zlangb	zlangb	src/lapack/auxiliary/zlangb.c
4_PLAIN_IN_SOURCE	zlangt	zlangt_	src/lapack/auxiliary/zlangt.c
4_PLAIN_IN_SOURCE	zlanhb	zlanhb	src/lapack/auxiliary/zlanhb.c
4_PLAIN_IN_SOURCE	zlanhp	zlanhp	src/lapack/auxiliary/zlanhp.c
4_PLAIN_IN_SOURCE	zlanhs	zlanhs	src/lapack/auxiliary/zlanhs.c
4_PLAIN_IN_SOURCE	zlansb	zlansb	src/lapack/auxiliary/zlansb.c
4_PLAIN_IN_SOURCE	zlansp	zlansp	src/lapack/auxiliary/zlansp.c
4_PLAIN_IN_SOURCE	zlantb	zlantb	src/lapack/auxiliary/zlantb.c
4_PLAIN_IN_SOURCE	zlantp	zlantp	src/lapack/auxiliary/zlantp.c
4_PLAIN_IN_SOURCE	zlapmt	zlapmt	src/lapack/auxiliary/zlapmt.c
4_PLAIN_IN_SOURCE	zlaqgb	zlaqgb	src/lapack/auxiliary/zlaqgb.c
4_PLAIN_IN_SOURCE	zlaqhp	zlaqhp	src/lapack/auxiliary/zlaqhp.c
4_PLAIN_IN_SOURCE	zlaqp2	zlaqp2	src/lapack/auxiliary/zlaqp2.c
4_PLAIN_IN_SOURCE	zlaqps	zlaqps	src/lapack/auxiliary/zlaqps.c
4_PLAIN_IN_SOURCE	zlaqsb	zlaqsb	src/lapack/auxiliary/zlaqsb.c
4_PLAIN_IN_SOURCE	zlaqsp	zlaqsp	src/lapack/auxiliary/zlaqsp.c
4_PLAIN_IN_SOURCE	zlaqsy	zlaqsy	src/lapack/auxiliary/zlaqsy.c
4_PLAIN_IN_SOURCE	zlarfb	zlarfb	src/lapack/auxiliary/zlarfb.c
4_PLAIN_IN_SOURCE	zlarfx	zlarfx	src/lapack/auxiliary/zlarfx.c
4_PLAIN_IN_SOURCE	zlargv	zlargv	src/lapack/auxiliary/zlargv.c
4_PLAIN_IN_SOURCE	zlartv	zlartv	src/lapack/auxiliary/zlartv.c
4_PLAIN_IN_SOURCE	zlarz	zlarz	src/lapack/auxiliary/zlarz.c
4_PLAIN_IN_SOURCE	zlarzb	zlarzb	src/lapack/auxiliary/zlarzb.c
4_PLAIN_IN_SOURCE	zlarzt	zlarzt	src/lapack/auxiliary/zlarzt.c
4_PLAIN_IN_SOURCE	zlassq	zlassq	src/lapack/auxiliary/zlassq.c
4_PLAIN_IN_SOURCE	zlatbs	zlatbs	src/lapack/auxiliary/zlatbs.c
4_PLAIN_IN_SOURCE	zlatdf	zlatdf	src/lapack/auxiliary/zlatdf.c
4_PLAIN_IN_SOURCE	zlatps	zlatps	src/lapack/auxiliary/zlatps.c
4_PLAIN_IN_SOURCE	zlatrd	zlatrd	src/lapack/auxiliary/zlatrd.c
4_PLAIN_IN_SOURCE	zlatrs	zlatrs	src/lapack/auxiliary/zlatrs.c
4_PLAIN_IN_SOURCE	zlatrz	zlatrz	src/lapack/auxiliary/zlatrz.c
4_PLAIN_IN_SOURCE	zlauu2	zlauu2	src/lapack/auxiliary/zlauu2.c
4_PLAIN_IN_SOURCE	zlauum	zlauum	src/lapack/auxiliary/zlauum.c
4_PLAIN_IN_SOURCE	zomatadd	zomatadd	src/blas/level3/blas_ext_compat.c
4_PLAIN_IN_SOURCE	zomatcopy	zomatcopy	src/blas/level3/blas_ext_compat.c
4_PLAIN_IN_SOURCE	zomatcopy2	zomatcopy2	src/blas/level3/blas_ext_compat.c
4_PLAIN_IN_SOURCE	zomatcopy_batch	zomatcopy_batch	src/blas/level3/blas_ext_compat.c
4_PLAIN_IN_SOURCE	zomatcopy_batch_strided	zomatcopy_batch_strided	src/blas/level3/blas_ext_compat.c
4_PLAIN_IN_SOURCE	zpbcon	zpbcon	src/lapack/computational/zpbcon.c
4_PLAIN_IN_SOURCE	zpbequ	zpbequ	src/lapack/computational/zpbequ.c
4_PLAIN_IN_SOURCE	zpbrfs	zpbrfs	src/lapack/computational/zpbrfs.c
4_PLAIN_IN_SOURCE	zpbsv	zpbsv	src/lapack/drivers/posv_pbsv_ppsv_impl.c
4_PLAIN_IN_SOURCE	zpbsvx	zpbsvx	src/lapack/drivers/missing_stubs.c
4_PLAIN_IN_SOURCE	zpbtrf	zpbtrf	src/lapack/computational/zpbtrf.c
4_PLAIN_IN_SOURCE	zpbtrs	zpbtrs	src/lapack/computational/zpbtrs.c
4_PLAIN_IN_SOURCE	zpocon	zpocon	src/lapack/computational/zpocon.c
4_PLAIN_IN_SOURCE	zpoequ	zpoequ	src/lapack/computational/zpoequ.c
4_PLAIN_IN_SOURCE	zporfs	zporfs	src/lapack/computational/zporfs.c
4_PLAIN_IN_SOURCE	zposv	zposv	src/lapack/drivers/posv_pbsv_ppsv_impl.c
4_PLAIN_IN_SOURCE	zposvxx	zposvxx	src/lapack/drivers/extra_precise_stubs.c
4_PLAIN_IN_SOURCE	zppcon	zppcon	src/lapack/computational/zppcon.c
4_PLAIN_IN_SOURCE	zppequ	zppequ	src/lapack/computational/zppequ.c
4_PLAIN_IN_SOURCE	zpprfs	zpprfs	src/lapack/computational/zpprfs.c
4_PLAIN_IN_SOURCE	zppsv	zppsv	src/lapack/drivers/posv_pbsv_ppsv_impl.c
4_PLAIN_IN_SOURCE	zppsvx	zppsvx	src/lapack/drivers/missing_stubs.c
4_PLAIN_IN_SOURCE	zpptrf	zpptrf	src/lapack/computational/zpptrf.c
4_PLAIN_IN_SOURCE	zpptri	zpptri	src/lapack/computational/zpptri.c
4_PLAIN_IN_SOURCE	zpptrs	zpptrs	src/lapack/computational/zpptrs.c
4_PLAIN_IN_SOURCE	zptcon	zptcon	src/lapack/computational/zptcon.c
4_PLAIN_IN_SOURCE	zptrfs	zptrfs	src/lapack/computational/zptrfs.c
4_PLAIN_IN_SOURCE	zptsv	zptsv	src/lapack/drivers/ptsv_ref.c
4_PLAIN_IN_SOURCE	zptsvx	zptsvx	src/lapack/drivers/ptsv_ref.c
4_PLAIN_IN_SOURCE	zpttrf	zpttrf	src/lapack/computational/zpttrf.c
4_PLAIN_IN_SOURCE	zpttrs	zpttrs	src/lapack/computational/zpttrs.c
4_PLAIN_IN_SOURCE	zspcon	zspcon	src/lapack/computational/zspcon.c
4_PLAIN_IN_SOURCE	zspsv	zspsv	src/lapack/drivers/spsv_ref.c
4_PLAIN_IN_SOURCE	zsptrf	zsptrf	src/lapack/computational/zsptrf.c
4_PLAIN_IN_SOURCE	zsptri	zsptri	src/lapack/computational/zsptri.c
4_PLAIN_IN_SOURCE	zsptrs	zsptrs	src/lapack/computational/zsptrs.c
4_PLAIN_IN_SOURCE	zstedc	zstedc	src/lapack/computational/zstedc.c
4_PLAIN_IN_SOURCE	zstegr	zstegr	src/lapack/computational/zstegr.c
4_PLAIN_IN_SOURCE	zstein	zstein	src/lapack/computational/zstein.c
4_PLAIN_IN_SOURCE	zsteqr	zsteqr	src/lapack/computational/zsteqr.c
4_PLAIN_IN_SOURCE	zsycon	zsycon	src/lapack/computational/zsycon.c
4_PLAIN_IN_SOURCE	zsygst	zsygst	src/lapack/computational/zsygst.c
4_PLAIN_IN_SOURCE	zsygv	zsygv	src/lapack/drivers/zsygv.c
4_PLAIN_IN_SOURCE	zsygvd	zsygvd	src/lapack/drivers/zsygvd.c
4_PLAIN_IN_SOURCE	zsygvx	zsygvx	src/lapack/drivers/zsygvx.c
4_PLAIN_IN_SOURCE	zsyrfs	zsyrfs	src/lapack/computational/zsyrfs.c
4_PLAIN_IN_SOURCE	zsysvxx	zsysvxx	src/lapack/drivers/extra_precise_stubs.c
4_PLAIN_IN_SOURCE	zsytrd	zsytrd	src/lapack/computational/zsytrd.c
4_PLAIN_IN_SOURCE	zsytrf	zsytrf	src/lapack/computational/zsytrf.c
4_PLAIN_IN_SOURCE	zsytri	zsytri	src/lapack/computational/zsytri.c
4_PLAIN_IN_SOURCE	zsytrs	zsytrs	src/lapack/computational/zsytrs.c
4_PLAIN_IN_SOURCE	ztbcon	ztbcon	src/lapack/computational/ztbcon.c
4_PLAIN_IN_SOURCE	ztbrfs	ztbrfs	src/lapack/computational/ztbrfs.c
4_PLAIN_IN_SOURCE	ztbtrs	ztbtrs	src/lapack/computational/ztbtrs.c
4_PLAIN_IN_SOURCE	ztgevc	ztgevc	src/lapack/computational/ztgevc.c
4_PLAIN_IN_SOURCE	ztgex2	ztgex2	src/lapack/auxiliary/ztgex2.c
4_PLAIN_IN_SOURCE	ztgexc	ztgexc	src/lapack/computational/ztgexc.c
4_PLAIN_IN_SOURCE	ztgsen	ztgsen	src/lapack/computational/ztgsen.c
4_PLAIN_IN_SOURCE	ztgsja	ztgsja	src/lapack/computational/ztgsja.c
4_PLAIN_IN_SOURCE	ztgsna	ztgsna	src/lapack/computational/ztgsna.c
4_PLAIN_IN_SOURCE	ztgsy2	ztgsy2	src/lapack/computational/ztgsy2.c
4_PLAIN_IN_SOURCE	ztgsyl	ztgsyl	src/lapack/computational/ztgsyl.c
4_PLAIN_IN_SOURCE	ztpcon	ztpcon	src/lapack/computational/ztpcon.c
4_PLAIN_IN_SOURCE	ztptri	ztptri	src/lapack/computational/ztptri.c
4_PLAIN_IN_SOURCE	ztptrs	ztptrs	src/lapack/computational/ztptrs.c
4_PLAIN_IN_SOURCE	ztrcon	ztrcon	src/lapack/computational/ztrcon.c
4_PLAIN_IN_SOURCE	ztrrfs	ztrrfs	src/lapack/computational/ztrrfs.c
4_PLAIN_IN_SOURCE	ztzrzf	ztzrzf	src/lapack/computational/ztzrzf.c
4_PLAIN_IN_SOURCE	zung2l	zung2l	src/lapack/computational/zung2l.c
4_PLAIN_IN_SOURCE	zungbr	zungbr	src/lapack/computational/zungbr.c
4_PLAIN_IN_SOURCE	zunghr	zunghr	src/lapack/computational/zunghr.c
4_PLAIN_IN_SOURCE	zungl2	zungl2	src/lapack/computational/zungl2.c
4_PLAIN_IN_SOURCE	zunglq	zunglq	src/lapack/computational/zunglq.c
4_PLAIN_IN_SOURCE	zungql	zungql	src/lapack/computational/zungql.c
4_PLAIN_IN_SOURCE	zungr2	zungr2	src/lapack/computational/zungr2.c
4_PLAIN_IN_SOURCE	zungrq	zungrq	src/lapack/computational/zungrq.c
4_PLAIN_IN_SOURCE	zungtr	zungtr	src/lapack/computational/zungtr.c
4_PLAIN_IN_SOURCE	zunmlq	zunmlq	src/lapack/computational/zunmlq.c
4_PLAIN_IN_SOURCE	zunmql	zunmql	src/lapack/computational/zunmql.c
4_PLAIN_IN_SOURCE	zunmr3	zunmr3	src/lapack/computational/zunmr3.c
4_PLAIN_IN_SOURCE	zunmrq	zunmrq	src/lapack/computational/zunmrq.c
4_PLAIN_IN_SOURCE	zunmrz	zunmrz	src/lapack/computational/zunmrz.c
5_ABSENT	cblas_caxpby		
5_ABSENT	cblas_caxpy_batch		
5_ABSENT	cblas_caxpy_batch_strided		
5_ABSENT	cblas_ccopy_batch		
5_ABSENT	cblas_ccopy_batch_strided		
5_ABSENT	cblas_cdgmm_batch		
5_ABSENT	cblas_cdgmm_batch_strided		
5_ABSENT	cblas_cgemm3m_batch		
5_ABSENT	cblas_cgemm3m_batch_strided		
5_ABSENT	cblas_cgemm_batch		
5_ABSENT	cblas_cgemm_batch_strided		
5_ABSENT	cblas_cgemm_compute		
5_ABSENT	cblas_cgemm_pack		
5_ABSENT	cblas_cgemm_pack_get_size		
5_ABSENT	cblas_cgemmt		
5_ABSENT	cblas_cgemv_batch		
5_ABSENT	cblas_cgemv_batch_strided		
5_ABSENT	cblas_csymm_batch		
5_ABSENT	cblas_csyr2k_batch		
5_ABSENT	cblas_csyrk_batch		
5_ABSENT	cblas_ctrsm_batch		
5_ABSENT	cblas_ctrsm_batch_strided		
5_ABSENT	cblas_daxpby		
5_ABSENT	cblas_daxpy_batch		
5_ABSENT	cblas_daxpy_batch_strided		
5_ABSENT	cblas_dcopy_batch		
5_ABSENT	cblas_dcopy_batch_strided		
5_ABSENT	cblas_ddgmm_batch		
5_ABSENT	cblas_ddgmm_batch_strided		
5_ABSENT	cblas_dgemm3m_batch		
5_ABSENT	cblas_dgemm3m_batch_strided		
5_ABSENT	cblas_dgemm_batch		
5_ABSENT	cblas_dgemm_batch_strided		
5_ABSENT	cblas_dgemm_compute		
5_ABSENT	cblas_dgemm_pack		
5_ABSENT	cblas_dgemm_pack_get_size		
5_ABSENT	cblas_dgemmt		
5_ABSENT	cblas_dgemv_batch		
5_ABSENT	cblas_dgemv_batch_strided		
5_ABSENT	cblas_dsymm_batch		
5_ABSENT	cblas_dsyr2k_batch		
5_ABSENT	cblas_dsyrk_batch		
5_ABSENT	cblas_dtrsm_batch		
5_ABSENT	cblas_dtrsm_batch_strided		
5_ABSENT	cblas_gemm_bf16bf16f32		
5_ABSENT	cblas_gemm_e4m3e4m3f32		
5_ABSENT	cblas_gemm_e5m2e5m2f32		
5_ABSENT	cblas_gemm_f16f16f32		
5_ABSENT	cblas_gemm_s8s8s32		
5_ABSENT	cblas_gemm_s8u8s32		
5_ABSENT	cblas_saxpby		
5_ABSENT	cblas_saxpy_batch		
5_ABSENT	cblas_saxpy_batch_strided		
5_ABSENT	cblas_scopy_batch		
5_ABSENT	cblas_scopy_batch_strided		
5_ABSENT	cblas_sdgmm_batch		
5_ABSENT	cblas_sdgmm_batch_strided		
5_ABSENT	cblas_sgemm3m_batch		
5_ABSENT	cblas_sgemm3m_batch_strided		
5_ABSENT	cblas_sgemm_batch		
5_ABSENT	cblas_sgemm_batch_strided		
5_ABSENT	cblas_sgemm_compute		
5_ABSENT	cblas_sgemm_pack		
5_ABSENT	cblas_sgemm_pack_get_size		
5_ABSENT	cblas_sgemmt		
5_ABSENT	cblas_sgemv_batch		
5_ABSENT	cblas_sgemv_batch_strided		
5_ABSENT	cblas_ssymm_batch		
5_ABSENT	cblas_ssyr2k_batch		
5_ABSENT	cblas_ssyrk_batch		
5_ABSENT	cblas_strsm_batch		
5_ABSENT	cblas_strsm_batch_strided		
5_ABSENT	cblas_zaxpby		
5_ABSENT	cblas_zaxpy_batch		
5_ABSENT	cblas_zaxpy_batch_strided		
5_ABSENT	cblas_zcopy_batch		
5_ABSENT	cblas_zcopy_batch_strided		
5_ABSENT	cblas_zdgmm_batch		
5_ABSENT	cblas_zdgmm_batch_strided		
5_ABSENT	cblas_zgemm3m_batch		
5_ABSENT	cblas_zgemm3m_batch_strided		
5_ABSENT	cblas_zgemm_batch		
5_ABSENT	cblas_zgemm_batch_strided		
5_ABSENT	cblas_zgemm_compute		
5_ABSENT	cblas_zgemm_pack		
5_ABSENT	cblas_zgemm_pack_get_size		
5_ABSENT	cblas_zgemmt		
5_ABSENT	cblas_zgemv_batch		
5_ABSENT	cblas_zgemv_batch_strided		
5_ABSENT	cblas_zsymm_batch		
5_ABSENT	cblas_zsyr2k_batch		
5_ABSENT	cblas_zsyrk_batch		
5_ABSENT	cblas_ztrsm_batch		
5_ABSENT	cblas_ztrsm_batch_strided		
5_ABSENT	cgees		
5_ABSENT	cgemm_ptr		
5_ABSENT	cgemm_strided		
5_ABSENT	chesvx		
5_ABSENT	chetrf_rook		
5_ABSENT	chgeqz		
5_ABSENT	clacgv		
5_ABSENT	clahqr		
5_ABSENT	clangt		
5_ABSENT	clanhb		
5_ABSENT	clanhp		
5_ABSENT	clanhs		
5_ABSENT	clansb		
5_ABSENT	clansp		
5_ABSENT	claset		
5_ABSENT	classq		
5_ABSENT	claswp		
5_ABSENT	csprfs		
5_ABSENT	csysvx		
5_ABSENT	csytrf_rook		
5_ABSENT	ctprfs		
5_ABSENT	cunmhr		
5_ABSENT	dgeequ		
5_ABSENT	dgees		
5_ABSENT	dgemm_ptr		
5_ABSENT	dgemm_strided		
5_ABSENT	dgeqpf		
5_ABSENT	dgesvxx		
5_ABSENT	dgtcon		
5_ABSENT	dgtrfs		
5_ABSENT	dhgeqz		
5_ABSENT	dlabad		
5_ABSENT	dladiv		
5_ABSENT	dlaebz		
5_ABSENT	dlaed0		
5_ABSENT	dlaed1		
5_ABSENT	dlaed2		
5_ABSENT	dlaed3		
5_ABSENT	dlaed4		
5_ABSENT	dlaed7		
5_ABSENT	dlaed8		
5_ABSENT	dlaed9		
5_ABSENT	dlahrd		
5_ABSENT	dlaln2		
5_ABSENT	dlarfb		
5_ABSENT	dlarfx		
5_ABSENT	dlarrj		
5_ABSENT	dlarrk		
5_ABSENT	dlarrr		
5_ABSENT	dlarrv		
5_ABSENT	dlarz		
5_ABSENT	dlarzb		
5_ABSENT	dlarzt		
5_ABSENT	dorghr		
5_ABSENT	dorgtr		
5_ABSENT	dormhr		
5_ABSENT	dpoequ		
5_ABSENT	dpttrf		
5_ABSENT	dpttrs		
5_ABSENT	drscl		
5_ABSENT	dsprfs		
5_ABSENT	dsptrf		
5_ABSENT	dsptrs		
5_ABSENT	dsyrfs		
5_ABSENT	dsytrf		
5_ABSENT	dsytri2		
5_ABSENT	dzsum1		
5_ABSENT	fb_agglomerative_fit		
5_ABSENT	fb_batch_gemm_bf16		
5_ABSENT	fb_batch_gemm_fp32		
5_ABSENT	fb_batch_gemm_int8		
5_ABSENT	fb_batch_gemm_strided_bf16		
5_ABSENT	fb_batch_gemm_strided_fp32		
5_ABSENT	fb_batch_gemm_strided_int8		
5_ABSENT	fb_center_of_mass		
5_ABSENT	fb_clebsch_gordan_coefficients		
5_ABSENT	fb_coulomb_direct_energy		
5_ABSENT	fb_coulomb_direct_forces		
5_ABSENT	fb_covariance_matrix_equivariant		
5_ABSENT	fb_dbscan_fit		
